L2Proxy,LPIPS,PSNR,QualityPass,SSIM,index,logo_path,orig_path,split
0.06906472146511078,,23.214874718386568,0,0.9258546231715995,0014,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0014.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0014.png,id
0.07567445933818817,,22.421013097070627,0,0.943617676594905,0015,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0015.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0015.png,id
0.0479307696223259,,26.38771167857218,0,0.9701341646566131,0016,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0016.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0016.png,id
0.06801582872867584,,23.34780048224067,0,0.9175122442988642,0017,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0017.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0017.png,id
0.04735066369175911,,26.493478253490306,0,0.9730317373201711,0018,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0018.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0018.png,id
0.060359738767147064,,24.385052701855553,0,0.9171993007848248,0019,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0019.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0019.png,id
0.07055381685495377,,23.02958945009344,0,0.9407434953640722,0020,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0020.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0020.png,id
0.04810863733291626,,26.355538597657414,0,0.9625857124289804,0021,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0021.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0021.png,id
0.0758703202009201,,22.39856197963723,0,0.892533842027892,0022,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0022.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0022.png,id
0.04487881064414978,,26.95917345464415,0,0.983435558470552,0023,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0023.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0023.png,id
0.06395434588193893,,23.88259886628191,0,0.9432667286748402,0024,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0024.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0024.png,id
0.06348920613527298,,23.94600225352512,0,0.944041429314403,0025,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/id_base_0025.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/id_base_0025.png,id
0.04411045461893082,,27.10916968484938,0,0.9915718820788286,0026,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/ood_base_0026.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/ood_base_0026.png,ood
0.060424912720918655,,24.375679385056763,0,0.9684249572930935,0027,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/ood_base_0027.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/ood_base_0027.png,ood
0.04733489081263542,,26.49637235415581,0,0.9763206120144633,0028,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/logo/ood_base_0028.png,/home/jack/paper-first-principles-notebook/paper-reproductions/safelogo/server_realtest_v2/images/orig/ood_base_0028.png,ood
